City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Mastung,PK,29.7994,66.845,87.53,26,49,2.01,scattered clouds
346,Cabedelo,BR,-6.9811,-34.8339,75.87,80,100,13.56,overcast clouds
347,Paamiut,GL,61.994,-49.6678,46.92,88,73,5.64,broken clouds
348,North Battleford,CA,52.7834,-108.2847,69.89,56,0,9.22,clear sky
349,Hazorasp,UZ,41.3194,61.0742,94.84,12,0,11.25,clear sky
350,Teguldet,RU,57.3064,88.1667,56.61,97,99,6.49,overcast clouds
351,Srandakan,ID,-7.9386,110.2506,75.94,82,62,9.75,broken clouds
352,Mecca,SA,21.4267,39.8261,94.59,37,6,9.19,clear sky
353,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.15,76,79,12.73,broken clouds
354,Pangkalanbuun,ID,-2.6833,111.6167,74.26,99,62,2.15,broken clouds
355,Lac Du Bonnet,CA,50.2536,-96.0612,72.34,53,6,10.85,clear sky
356,Bhawanigarh,IN,30.2667,76.035,79.21,86,74,4.45,broken clouds
357,Varzea Da Palma,BR,-17.5981,-44.7308,84.56,26,0,7.09,clear sky
358,Nome,US,64.5011,-165.4064,46.47,93,100,3.44,overcast clouds
359,Salinopolis,BR,-0.6136,-47.3561,86.2,60,13,6.78,few clouds
360,Huarmey,PE,-10.0681,-78.1522,66.27,74,70,10.69,broken clouds
361,Kautokeino,NO,69.0125,23.0412,56.5,95,100,11.36,overcast clouds
362,Kenai,US,60.5544,-151.2583,50.14,98,100,5.75,overcast clouds
363,Namanga,KE,-2.5433,36.7905,71.6,41,70,10.63,broken clouds
364,Isangel,VU,-19.55,169.2667,76.08,87,14,10.25,few clouds
365,Pacific Grove,US,36.6177,-121.9166,57.42,96,100,11.99,mist
366,Ambon,ID,-3.6954,128.1814,78.24,15,20,6.91,few clouds
367,Leshukonskoye,RU,64.8989,45.7622,73.0,45,29,8.55,scattered clouds
368,Roma,US,43.2128,-75.4557,86.68,61,20,11.5,few clouds
369,Chuy,UY,-33.6971,-53.4616,64.0,85,100,8.77,overcast clouds
370,Sungaipenuh,ID,-2.0833,101.3833,64.62,97,92,2.82,overcast clouds
371,Bayir,TR,37.2687,28.2167,93.72,12,0,14.38,clear sky
372,Port Lincoln,AU,-34.7333,135.8667,54.03,71,100,13.6,overcast clouds
373,Barra Do Garcas,BR,-15.89,-52.2567,88.38,37,0,11.5,clear sky
374,Manggar,ID,-2.8833,108.2667,81.28,82,53,11.43,broken clouds
375,San Vicente,AR,-26.6167,-54.1333,77.25,50,49,6.96,scattered clouds
376,Golden,US,39.7555,-105.2211,86.97,32,20,6.91,few clouds
377,Rawson,AR,-43.3002,-65.1023,47.91,40,50,24.96,scattered clouds
378,Maua,BR,-23.6678,-46.4614,73.36,50,0,2.28,clear sky
379,Vallenar,CL,-28.5708,-70.7581,60.58,71,26,3.4,scattered clouds
380,Kysyl-Syr,RU,63.8986,122.7617,61.2,99,100,6.73,overcast clouds
381,San Cristobal,VE,7.7669,-72.225,78.98,75,97,6.82,overcast clouds
382,Launceston,AU,-41.45,147.1667,38.34,91,3,2.42,clear sky
383,College,US,64.8569,-147.8028,55.8,75,75,0.0,broken clouds
384,Hasaki,JP,35.7333,140.8333,79.29,91,100,13.6,overcast clouds
385,Hobyo,SO,5.3505,48.5268,76.87,78,77,25.64,broken clouds
386,Oksfjord,NO,70.2396,22.3479,61.0,99,100,8.21,light rain
387,Leeuwarden,NL,53.2014,5.8086,68.11,94,100,17.27,overcast clouds
388,Guangyuan,CN,32.442,105.823,73.53,96,100,4.45,overcast clouds
389,Saint George,US,37.1041,-113.5841,93.79,24,0,5.75,clear sky
390,Mogocha,RU,53.7333,119.7667,61.61,95,41,3.27,scattered clouds
391,Gberia Fotombu,SL,9.8833,-11.1667,74.82,85,95,9.15,light rain
392,Belyy Yar,RU,53.6039,91.3903,66.85,63,0,2.24,clear sky
393,Atar,MR,20.5169,-13.0499,105.37,20,52,12.33,broken clouds
394,Iguape,BR,-24.7081,-47.5553,73.36,67,3,4.5,clear sky
395,Cascais,PT,38.6979,-9.4215,87.66,57,20,18.41,few clouds
396,Nikolayevsk-Na-Amure,RU,53.1406,140.73,55.74,98,100,2.98,overcast clouds
397,Lerik,AZ,38.7726,48.4128,69.44,73,0,3.96,clear sky
398,Ponta Do Sol,PT,32.6667,-17.1,82.71,69,1,4.41,clear sky
399,Zhezkazgan,KZ,47.8043,67.7144,86.94,21,48,11.97,scattered clouds
400,Aksarka,RU,66.5606,67.7975,52.77,57,9,11.9,clear sky
401,Hun,LY,29.1268,15.9477,92.8,21,0,13.89,clear sky
402,Falakata,IN,26.5208,89.2055,80.08,86,100,4.99,light rain
403,Barmer,IN,25.75,71.3833,87.39,64,100,18.79,overcast clouds
404,Tarrafal,CV,15.2833,-23.7667,84.99,82,89,9.62,overcast clouds
405,Jalu,LY,29.0331,21.5482,93.31,17,0,16.04,clear sky
406,Antofagasta,CL,-23.65,-70.4,58.28,70,62,7.29,broken clouds
407,Solwezi,ZM,-12.1688,26.3894,68.34,44,94,2.19,overcast clouds
408,Ust-Tsilma,RU,65.441,52.1498,70.39,50,75,6.55,broken clouds
409,Zlitan,LY,32.4674,14.5687,83.84,50,0,12.77,clear sky
410,Road Town,VG,18.4167,-64.6167,80.69,100,20,11.5,few clouds
411,Ngunguru,NZ,-35.6167,174.5,52.52,84,30,12.21,scattered clouds
412,Ossora,RU,59.2353,163.0719,53.13,67,7,4.47,clear sky
413,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,75.34,61,61,6.2,broken clouds
414,Darab,IR,28.7519,54.5444,94.39,27,16,6.89,few clouds
415,Masuguru,TZ,-11.3667,38.4167,79.75,37,29,4.74,scattered clouds
416,Yining,CN,29.0361,114.5636,79.79,88,98,2.53,overcast clouds
417,Saint-Joseph,RE,-21.3667,55.6167,68.38,77,45,15.41,light rain
418,Watrous,CA,51.6668,-105.4679,67.78,56,32,10.36,scattered clouds
419,Camacha,PT,33.0833,-16.3333,69.22,68,75,18.41,broken clouds
420,Kamina,CD,-8.7386,24.9906,77.81,33,92,3.4,overcast clouds
421,Vardo,NO,70.3705,31.1107,58.98,82,0,9.22,clear sky
422,Hofn,IS,64.2539,-15.2082,55.42,76,100,6.91,overcast clouds
423,Avezzano,IT,42.0402,13.4388,92.12,34,67,4.9,broken clouds
424,Shenjiamen,CN,29.9576,122.298,79.0,91,99,3.4,moderate rain
425,Kralendijk,BQ,12.15,-68.2667,85.98,70,40,16.11,scattered clouds
426,Isiolo,KE,0.3546,37.5822,75.31,42,74,19.89,broken clouds
427,Aripuana,BR,-9.1667,-60.6333,95.34,28,0,2.39,clear sky
428,Walvis Bay,NA,-22.9575,14.5053,62.1,64,0,15.95,clear sky
429,Sistranda,NO,63.7256,8.834,55.36,83,36,19.17,scattered clouds
430,Adre,TD,13.4667,22.2,87.67,42,58,1.77,light rain
431,Sayyan,YE,15.1718,44.3244,68.07,47,89,6.44,overcast clouds
432,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,3.44,broken clouds
433,Aykhal,RU,66.0,111.5,51.73,93,100,0.63,overcast clouds
434,General Roca,AR,-39.0333,-67.5833,50.63,42,100,10.25,overcast clouds
435,Ixtapa,MX,20.7,-105.2,88.23,74,75,4.61,broken clouds
436,Gayny,RU,60.3071,54.3241,62.65,80,45,3.27,scattered clouds
437,Willmar,US,45.1219,-95.0433,78.82,50,0,10.36,clear sky
438,San Luis,AR,-33.295,-66.3356,61.99,31,32,18.39,scattered clouds
439,Niquelandia,BR,-14.4739,-48.4597,88.5,23,21,6.13,few clouds
440,Tual,ID,-5.6667,132.75,78.19,76,60,17.52,broken clouds
441,Zainsk,RU,55.3195,52.0694,70.79,72,66,1.81,broken clouds
442,Kharakvasla,IN,18.4333,73.7667,73.42,89,100,6.33,overcast clouds
443,Amuntai,ID,-2.4177,115.2494,75.9,93,99,1.23,overcast clouds
444,Halifax,CA,44.6453,-63.5724,84.52,73,75,10.36,broken clouds
445,Elesbao Veloso,BR,-6.2019,-42.1403,95.38,25,77,5.77,broken clouds
446,Boddam,GB,57.4667,-1.7833,66.43,81,67,11.95,broken clouds
447,Pedasi,PA,7.5333,-80.0333,80.06,89,100,5.37,overcast clouds
448,Arlit,NE,18.7369,7.3853,104.58,9,1,2.1,clear sky
449,Mandera,KE,3.9366,41.867,87.87,31,30,16.13,scattered clouds
450,Florianopolis,BR,-27.6146,-48.5012,72.63,76,75,13.8,broken clouds
451,Darnah,LY,32.767,22.6367,79.41,63,0,25.37,clear sky
452,Sorong,ID,-0.8833,131.25,78.21,88,98,8.88,overcast clouds
453,Sterling,US,39.0062,-77.4286,93.13,63,75,6.91,broken clouds
454,Mirzapur,IN,25.15,82.5833,82.36,76,100,2.24,heavy intensity rain
455,Luanda,AO,-8.8368,13.2343,70.48,77,65,14.72,broken clouds
456,Loukhi,RU,66.0764,33.0381,77.05,53,76,1.61,broken clouds
457,Sibolga,ID,1.7427,98.7792,77.22,87,35,3.85,scattered clouds
458,Canutama,BR,-6.5339,-64.3831,93.54,32,85,2.15,overcast clouds
459,Caravelas,BR,-17.7125,-39.2481,78.19,62,1,8.59,clear sky
460,Sorland,NO,67.667,12.6934,53.98,92,100,18.12,overcast clouds
461,Gannan,CN,47.9147,123.5031,71.78,75,18,4.85,few clouds
462,Aklavik,CA,68.2191,-135.0107,55.4,94,100,0.0,light rain
463,Ondangwa,NA,-17.9167,15.95,74.14,16,0,6.53,clear sky
464,Collipulli,CL,-37.95,-72.4333,51.28,91,100,3.04,moderate rain
465,Upington,ZA,-28.4478,21.2561,75.58,20,0,4.61,clear sky
466,Port-Gentil,GA,-0.7193,8.7815,80.56,74,40,14.97,scattered clouds
467,Maloh,PH,9.056,122.9851,82.51,81,100,6.96,overcast clouds
468,Karpathos,GR,35.507,27.2132,76.96,69,0,33.38,clear sky
469,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,20,18.41,few clouds
470,Domokos,GR,39.1272,22.3003,88.65,18,0,10.4,clear sky
471,Marshall,US,34.3834,-86.3333,87.37,73,75,6.91,broken clouds
472,Banga,PH,6.4239,124.7783,74.26,92,100,1.68,light rain
473,Zheleznodorozhnyy,RU,55.7503,38.0042,70.21,69,61,13.6,light rain
474,Majur,RS,44.7697,19.6544,96.94,13,70,7.43,broken clouds
475,Russell,US,32.3502,-85.1999,87.96,54,98,6.6,overcast clouds
476,Lypova Dolyna,UA,50.5643,33.7979,65.26,85,97,13.15,light rain
477,Tazovskiy,RU,67.4667,78.7,44.46,84,100,3.89,overcast clouds
478,Portel,BR,-1.9356,-50.8211,91.36,45,12,3.2,few clouds
479,Mehamn,NO,71.0357,27.8492,60.75,77,0,1.14,light rain
480,Aksu,CN,41.1231,80.2644,84.7,22,0,5.75,clear sky
481,Kerema,PG,-7.9631,145.7785,76.82,89,88,3.47,overcast clouds
482,Verkhoyansk,RU,67.5447,133.385,51.21,76,85,2.04,overcast clouds
483,Labuhan,ID,-6.8844,112.2051,76.24,81,75,8.84,broken clouds
484,Bealanana,MG,-14.55,48.7333,54.77,90,10,4.68,clear sky
485,Beringovskiy,RU,63.05,179.3167,45.45,71,99,11.07,overcast clouds
486,Mitsamiouli,KM,-11.3847,43.2844,79.09,65,40,9.22,scattered clouds
487,Zyryanovsk,KZ,49.7386,84.2719,58.62,87,100,0.65,overcast clouds
488,Westport,US,41.1415,-73.3579,92.16,74,0,6.91,clear sky
489,Berdigestyakh,RU,62.0989,126.6992,60.3,97,1,4.52,clear sky
490,Yebaishou,CN,41.3975,119.6408,69.22,80,10,4.97,clear sky
491,Wlodawa,PL,51.55,23.55,81.95,52,6,6.96,clear sky
492,San Felipe,VE,10.3399,-68.7425,91.29,43,31,4.68,scattered clouds
493,Tahe,CN,52.3333,124.7333,62.02,97,45,0.87,scattered clouds
494,Jumla,NP,29.2747,82.1838,64.63,94,99,0.31,overcast clouds
495,Lardos,GR,36.0942,28.0157,86.95,53,0,14.65,clear sky
496,Kandrian,PG,-6.2167,149.55,76.41,88,14,2.77,few clouds
497,Tsumeb,NA,-19.2333,17.7167,71.65,15,0,9.26,clear sky
498,King City,US,36.2127,-121.126,87.91,24,0,3.71,clear sky
499,Inhambane,MZ,-23.865,35.3833,69.12,80,4,7.47,clear sky
500,Loandjili,CG,-4.7561,11.8578,77.11,73,75,9.22,broken clouds
501,Tovarkovo,RU,54.6762,35.9386,68.43,80,20,11.52,light rain
502,Chapais,CA,49.7834,-74.8492,67.78,88,57,13.09,broken clouds
503,San Juan,AR,-31.5375,-68.5364,62.76,17,36,17.16,scattered clouds
504,Sungairaya,ID,0.7,108.9,78.89,86,72,6.08,broken clouds
505,Dalby,AU,-27.1833,151.2667,54.99,94,100,1.01,light rain
506,La Union,PE,-5.4,-80.75,71.38,57,63,12.59,broken clouds
507,Oum Hadjer,TD,13.2954,19.6966,88.45,50,57,8.19,broken clouds
508,Carutapera,BR,-1.195,-46.02,88.57,52,32,6.31,scattered clouds
509,Buraydah,SA,26.326,43.975,109.85,8,38,10.78,scattered clouds
510,Adrar,MR,20.5022,-10.0711,102.25,22,7,7.87,clear sky
511,Fevik,NO,58.3794,8.6766,71.37,70,100,4.61,overcast clouds
512,Swellendam,ZA,-34.0226,20.4417,52.9,60,5,3.62,clear sky
513,Ulaangom,MN,49.9811,92.0667,64.45,40,89,2.57,overcast clouds
514,Veinticinco De Mayo,AR,-35.4323,-60.1727,57.97,63,42,8.01,scattered clouds
515,Amga,RU,60.8953,131.9608,64.67,78,1,2.66,clear sky
516,Sokoni,TZ,-6.4333,39.55,75.52,74,2,16.69,clear sky
517,Bud,US,39.447,-86.1758,84.92,66,0,8.97,clear sky
518,Marawi,PH,7.9986,124.2928,69.06,94,100,1.72,overcast clouds
519,Sacama,EC,-3.9,-79.2667,59.02,50,75,3.44,broken clouds
520,Lukovetskiy,RU,64.2956,41.9211,73.8,56,6,6.49,clear sky
521,Stokmarknes,NO,68.5646,14.9108,57.18,77,75,5.75,broken clouds
522,Palmerston North,NZ,-40.35,175.6167,44.06,90,38,4.07,scattered clouds
523,Rogers,US,36.3668,-95.5836,94.01,48,95,4.0,overcast clouds
524,Vanavara,RU,60.34,102.2797,58.37,71,64,3.36,broken clouds
525,Nicoya,CR,10.1483,-85.452,80.82,78,100,3.33,overcast clouds
526,Aksha,RU,50.2814,113.2867,61.41,90,94,2.86,overcast clouds
527,Muisne,EC,0.6,-80.0333,74.71,80,100,10.49,overcast clouds
528,Guacimo,CR,10.2104,-83.6807,82.62,74,100,3.6,overcast clouds
529,Ayagoz,KZ,47.9714,80.4392,70.65,55,46,11.1,scattered clouds
530,Nabire,ID,-3.3667,135.4833,76.39,89,100,2.15,overcast clouds
531,Ucluelet,CA,48.9329,-125.5528,57.09,93,60,1.01,broken clouds
532,Leh,IN,34.1667,77.5833,71.47,10,88,5.93,overcast clouds
533,San Andres,CO,12.5847,-81.7006,86.02,74,20,11.5,few clouds
534,Griffith,US,41.5284,-87.4237,87.89,58,0,5.75,clear sky
535,Maltahohe,NA,-24.8333,16.9833,66.51,20,0,6.91,clear sky
536,Narrabri,AU,-30.3167,149.7833,48.52,79,99,3.0,overcast clouds
537,Tura,IN,25.5198,90.2201,75.88,95,100,3.6,overcast clouds
538,Bubaque,GW,11.2833,-15.8333,78.62,85,81,18.32,broken clouds
539,Avera,US,33.194,-82.5271,83.71,67,100,10.63,overcast clouds
540,San Jeronimo,PE,-11.9472,-75.2829,58.78,36,0,2.57,clear sky
541,Balkanabat,TM,39.5108,54.3671,90.61,46,0,11.32,clear sky
542,Korla,CN,41.7597,86.1469,81.68,26,0,5.12,clear sky
543,Shubarkuduk,KZ,49.1447,56.4872,79.25,29,77,8.14,broken clouds
544,Nantong,CN,32.0303,120.8747,81.99,89,29,3.51,scattered clouds
545,Poso,ID,-1.3959,120.7524,76.28,90,56,5.26,broken clouds
546,Tornio,FI,65.8481,24.1466,69.82,70,97,5.95,light rain
547,Paraiso,CR,9.8383,-83.8656,74.26,95,99,3.96,overcast clouds
548,Rincon,US,32.296,-81.2354,85.95,70,75,11.5,broken clouds
549,San Quintin,MX,30.4833,-115.95,71.69,75,100,9.98,overcast clouds
550,Buchanan,LR,5.8808,-10.0467,78.69,69,100,11.41,overcast clouds
551,Jabinyanah,TN,35.035,10.9081,91.2,49,0,12.73,clear sky
552,Alyangula,AU,-13.8483,136.4192,66.33,67,43,9.82,scattered clouds
553,Rundu,NA,-17.9333,19.7667,71.74,24,2,3.51,clear sky
554,Manta,EC,-0.95,-80.7333,73.18,78,75,11.5,broken clouds
555,Sur,OM,22.5667,59.5289,89.33,65,99,9.91,overcast clouds
556,Ugoofaaru,MV,5.6667,73.0,82.18,77,100,17.81,overcast clouds
557,Gari,RU,59.4307,62.3497,60.49,81,44,6.08,scattered clouds
558,Deputatskiy,RU,69.3,139.9,37.65,89,3,4.7,clear sky
559,Marathon,US,44.9,-89.7668,78.66,58,0,11.5,clear sky
560,Mbala,ZM,-8.8402,31.3659,66.15,47,92,3.71,overcast clouds
561,Thinadhoo,MV,0.5333,72.9333,81.93,72,97,10.76,light rain
562,Ketchikan,US,55.3422,-131.6461,54.07,94,100,8.05,light rain
563,Nokaneng,BW,-19.6667,22.2667,72.03,31,90,10.76,overcast clouds
564,Challakere,IN,14.3167,76.65,78.48,72,97,14.7,overcast clouds
565,Ostuni,IT,40.7276,17.5764,94.78,38,0,5.77,clear sky
566,Smirnykh,RU,49.75,142.8333,57.16,90,100,3.8,overcast clouds
567,Outjo,NA,-20.1167,16.15,73.4,16,0,10.07,clear sky
568,Talara,PE,-4.5772,-81.2719,66.96,72,0,18.41,clear sky
569,Ternate,ID,0.8,127.4,79.97,79,100,3.24,overcast clouds
570,Santa Fe,AR,-31.6333,-60.7,66.0,81,88,4.0,light rain
571,Kaohsiung,TW,22.6163,120.3133,86.04,82,75,3.44,broken clouds
572,Lityn,UA,49.3251,28.0809,75.16,40,14,14.09,few clouds
573,Mahanoro,MG,-19.9,48.8,66.58,80,24,1.21,light rain
574,Masaka,UG,-0.3338,31.7341,68.77,63,10,10.54,clear sky
575,Ilhabela,BR,-23.7781,-45.3581,73.9,73,1,5.44,clear sky
576,Bilibino,RU,68.0546,166.4372,34.81,68,43,4.65,scattered clouds
577,Soyo,AO,-6.1349,12.3689,72.84,80,58,12.3,broken clouds
578,Luganville,VU,-15.5333,167.1667,77.45,86,36,6.04,scattered clouds
579,Boyuibe,BO,-20.4167,-63.2833,87.39,26,26,11.39,scattered clouds
580,Ulladulla,AU,-35.35,150.4667,54.63,82,94,7.63,overcast clouds
581,Lodja,CD,-3.4833,23.4333,83.52,39,90,0.43,overcast clouds
582,Suhbaatar,MN,50.2314,106.2078,55.6,95,100,1.28,light rain
583,Williston,US,48.147,-103.618,76.8,37,6,6.98,clear sky
584,Kodinar,IN,20.7903,70.7031,81.48,80,100,14.7,overcast clouds
585,Nhulunbuy,AU,-12.2333,136.7667,71.38,60,69,13.49,broken clouds
586,Claresholm,CA,50.0333,-113.5852,67.91,64,0,3.44,clear sky
587,Marienburg,PL,54.0359,19.0266,95.88,29,16,10.69,few clouds
588,Hirara,JP,24.8,125.2833,84.92,78,2,11.99,clear sky
589,Katangli,RU,51.7102,143.2326,52.84,99,100,9.37,overcast clouds
590,Vidalia,US,32.2177,-82.4135,82.51,83,100,5.75,overcast clouds
591,San Patricio,US,28.017,-97.5169,91.26,44,2,14.7,clear sky
592,Portland,US,45.5234,-122.6762,69.82,75,20,4.61,few clouds
593,Shilong,CN,23.1123,113.8425,89.01,70,4,4.54,clear sky
594,Rocha,UY,-34.4833,-54.3333,60.87,71,74,9.53,broken clouds
595,Belmonte,BR,-15.8631,-38.8828,76.42,72,18,9.8,few clouds
596,Batemans Bay,AU,-35.7167,150.1833,53.1,86,88,4.63,overcast clouds
597,Paratebueno,CO,4.3758,-73.2155,75.83,87,87,3.11,overcast clouds
598,Grindavik,IS,63.8424,-22.4338,54.07,94,75,10.36,light intensity drizzle
599,Kouroussa,GN,10.65,-9.8833,79.43,76,84,8.3,broken clouds
600,Lyuban,BY,52.7985,28.0048,72.99,60,1,12.37,clear sky
601,Koumac,NC,-20.5667,164.2833,74.5,86,8,8.05,clear sky
602,Thiers,FR,45.8333,3.5,84.52,26,0,4.25,clear sky
603,Morbegno,IT,46.1383,9.57,97.38,39,37,2.77,scattered clouds
604,Kedrovyy,RU,56.1667,91.8167,61.21,92,100,3.09,light rain
605,Burnie,AU,-41.0667,145.9167,48.94,72,50,11.25,scattered clouds
606,Warrenton,ZA,-28.114,24.8475,61.03,34,1,3.09,clear sky
607,Punta De Bombon,PE,-17.1717,-71.7931,61.5,79,100,6.49,overcast clouds
608,Bongouanou,CI,6.6486,-4.1992,81.37,61,95,1.77,overcast clouds
609,Antsohihy,MG,-14.8796,47.9875,73.76,53,3,12.66,clear sky
610,Gweta,BW,-20.1833,25.2333,68.47,37,87,5.46,overcast clouds
611,Raga,SS,8.4596,25.678,75.42,85,91,2.62,light rain
612,Tevriz,RU,57.509,72.4042,57.65,98,100,5.17,light rain
613,Skeldon,GY,5.8833,-57.1333,84.24,69,35,5.21,light rain
614,Peru,US,40.7537,-86.0689,83.59,72,0,10.0,clear sky
615,Bruck An Der Leitha,AT,48.0167,16.7667,96.69,31,0,3.44,clear sky
616,Henties Bay,NA,-22.116,14.2845,60.31,73,1,10.65,clear sky
617,Dustlik,UZ,40.5247,68.0358,91.17,14,0,1.59,clear sky
618,Tocopilla,CL,-22.092,-70.1979,65.19,68,100,7.96,overcast clouds
619,Gewane,ET,10.1664,40.6453,91.42,33,74,12.12,broken clouds
620,Miri,MY,4.4148,114.0089,80.74,94,20,2.3,few clouds
621,Vostok,RU,46.4856,135.8833,58.51,98,47,2.37,scattered clouds
622,Coahuayana,MX,18.7333,-103.6833,89.4,64,54,2.98,broken clouds
623,Santander,ES,43.4647,-3.8044,77.72,79,20,15.99,few clouds
624,Trinidad,BO,-14.8333,-64.9,85.98,51,5,11.5,clear sky
625,Kieta,PG,-6.2167,155.6333,79.81,78,96,3.2,overcast clouds
626,Mayo,US,38.8876,-76.5119,94.17,71,75,6.91,broken clouds
627,Karaidel,RU,55.8337,56.9069,60.53,83,34,2.95,scattered clouds
628,Tanabe,JP,33.7333,135.3667,77.92,97,55,2.33,broken clouds
629,Calama,CL,-22.4667,-68.9333,63.09,14,0,12.66,clear sky
630,Tolaga Bay,NZ,-38.3667,178.3,50.45,78,100,24.74,overcast clouds
631,Concepcion Del Oro,MX,24.6333,-101.4167,74.46,37,1,1.77,clear sky
632,Porosozero,RU,62.7191,32.727,79.92,46,31,1.66,scattered clouds
633,Dakar,SN,14.6937,-17.4441,90.48,70,40,9.22,scattered clouds
634,Namasuba,UG,0.6894,32.4214,71.19,60,94,5.93,overcast clouds
635,Sumenep,ID,-7.0167,113.8667,79.45,78,55,10.6,broken clouds
636,Almeirim,BR,-1.5233,-52.5817,88.21,57,68,3.98,broken clouds
637,San Policarpo,PH,12.1791,125.5072,81.91,78,9,3.47,clear sky
638,Gouyave,GD,12.1646,-61.7296,83.17,84,75,20.71,broken clouds
639,Dubbo,AU,-32.25,148.6167,50.49,81,14,14.07,few clouds
640,Samana,DO,19.2056,-69.3369,84.42,79,75,6.91,broken clouds
641,Prince Rupert,CA,54.3161,-130.3201,55.49,87,100,4.61,overcast clouds
642,Basco,PH,20.4487,121.9702,85.26,80,6,12.48,clear sky
643,Seoul,KR,37.5683,126.9778,74.77,85,75,5.75,broken clouds
644,Motala,SE,58.5371,15.0365,96.53,36,86,6.8,overcast clouds
645,Nuuk,GL,64.1835,-51.7216,61.41,59,75,16.11,broken clouds
646,Xihe,CN,31.6864,113.4659,79.47,96,93,6.49,overcast clouds
647,Panjab,AF,34.388,67.0233,70.92,15,12,4.29,few clouds
648,Kutum,SD,14.2,24.6667,74.21,66,98,20.8,overcast clouds
649,Trairi,BR,-3.2778,-39.2689,82.92,65,98,9.62,overcast clouds
650,Gravdal,NO,68.1214,13.5031,54.03,90,100,14.83,overcast clouds
651,Ilam,NP,26.9167,87.9167,71.17,90,100,3.33,overcast clouds
652,Chippewa Falls,US,44.9369,-91.3929,79.9,62,75,8.05,broken clouds
653,Valparaiso,CL,-33.0393,-71.6273,53.83,87,20,5.75,haze
654,Vilyuysk,RU,63.7553,121.6247,59.31,97,100,8.66,overcast clouds
655,Evensk,RU,61.95,159.2333,55.02,52,4,9.22,clear sky
656,Maues,BR,-3.3836,-57.7186,83.89,74,85,2.55,overcast clouds
657,Rio Grande,BR,-32.035,-52.0986,73.51,94,100,3.33,overcast clouds
658,San Martin,AR,-33.081,-68.4681,59.54,35,0,11.41,clear sky
659,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,65,20,2.1,few clouds
660,Zhatay,RU,62.1594,129.8294,66.25,94,72,2.24,fog
661,Morehead,US,37.2711,-87.1764,84.99,66,0,4.61,clear sky
662,Korhogo,CI,9.45,-5.6333,82.98,57,81,5.32,broken clouds
663,Chaman,PK,30.9236,66.4512,92.16,11,5,6.64,clear sky
664,Hami,CN,42.8,93.45,78.66,21,0,2.17,clear sky
665,Thiruvananthapuram,IN,8.4833,76.9167,80.58,83,40,8.05,mist
666,Lagoa,PT,39.05,-27.9833,72.54,79,65,4.27,broken clouds
667,Teluknaga,ID,-6.0989,106.6381,84.18,83,20,3.44,haze
668,General Pico,AR,-35.6566,-63.7568,61.34,19,11,10.22,few clouds
669,Sao Joao,BR,-8.8756,-36.3667,70.84,78,95,11.68,overcast clouds
670,Diego De Almagro,CL,-26.3667,-70.05,62.82,43,89,2.06,overcast clouds
671,Vondrozo,MG,-22.8167,47.2833,57.87,95,12,0.98,few clouds
